"","industry","race_gender","employ_n","year"
"1576","Information","Men",5000,2018
"1577","Information","Men",39000,2018
"1578","Information","Men",178000,2018
"1579","Information","Men",113000,2018
"1580","Information","Men",0,2018
"1581","Information","Men",14000,2018
"1582","Information","Men",271000,2018
"1583","Information","Men",23000,2018
"1584","Information","Men",32000,2018
"1585","Financial activities","Men",2272000,2018
"1586","Financial activities","Men",576000,2018
"1587","Financial activities","Men",36000,2018
"1588","Financial activities","Men",224000,2018
"1589","Financial activities","Men",1185000,2018
"1590","Financial activities","Men",428000,2018
"1591","Financial activities","Men",0,2018
"1592","Financial activities","Men",56000,2018
"1593","Financial activities","Men",152000,2018
"1594","Financial activities","Men",23000,2018
"1595","Financial activities","Men",99000,2018
"1596","Professional and business services","Men",2668000,2018
"1597","Professional and business services","Men",4147000,2018
"1598","Professional and business services","Men",466000,2018
"1599","Professional and business services","Men",1832000,2018
"1600","Professional and business services","Men",348000,2018
"1601","Professional and business services","Men",531000,2018
"1602","Professional and business services","Men",10000,2018
"1603","Professional and business services","Men",149000,2018
"1604","Professional and business services","Men",268000,2018
"1605","Professional and business services","Men",198000,2018
"1606","Professional and business services","Men",462000,2018
"1607","Education and health services","Men",1136000,2018
"1608","Education and health services","Men",5318000,2018
"1609","Education and health services","Men",131000,2018
"1610","Education and health services","Men",1401000,2018
"1611","Education and health services","Men",27000,2018
"1612","Education and health services","Men",373000,2018
"1613","Education and health services","Men",2000,2018
"1614","Education and health services","Men",73000,2018
"1615","Education and health services","Men",195000,2018
"1616","Education and health services","Men",82000,2018
"1617","Education and health services","Men",247000,2018
"1618","Leisure and hospitality","Men",1085000,2018
"1619","Leisure and hospitality","Men",569000,2018
"1620","Leisure and hospitality","Men",144000,2018
"1621","Leisure and hospitality","Men",4077000,2018
"1622","Leisure and hospitality","Men",272000,2018
"1623","Leisure and hospitality","Men",255000,2018
"1624","Leisure and hospitality","Men",4000,2018
"1625","Leisure and hospitality","Men",39000,2018
"1626","Leisure and hospitality","Men",105000,2018
"1627","Leisure and hospitality","Men",65000,2018
"1628","Leisure and hospitality","Men",305000,2018
"1629","Other services","Men",304000,2018
"1630","Other services","Men",565000,2018
"1631","Other services","Men",17000,2018
"1632","Other services","Men",573000,2018
"1633","Other services","Men",266000,2018
"1634","Other services","Men",75000,2018
"1635","Other services","Men",2000,2018
"1636","Other services","Men",16000,2018
"1637","Other services","Men",1116000,2018
"1638","Other services","Men",356000,2018
"1639","Other services","Men",306000,2018
"1640","Other services, except private households","Men",304000,2018
"1641","Other services, except private households","Men",564000,2018
"1642","Other services, except private households","Men",17000,2018
"1643","Other services, except private households","Men",531000,2018
"1644","Other services, except private households","Men",266000,2018
"1645","Other services, except private households","Men",73000,2018
"1646","Other services, except private households","Men",2000,2018
"1647","Other services, except private households","Men",15000,2018
"1648","Other services, except private households","Men",1115000,2018
"1649","Other services, except private households","Men",356000,2018
"1650","Other services, except private households","Men",299000,2018
"1651","Private households","Men",0,2018
"1652","Private households","Men",1000,2018
"1653","Private households","Men",0,2018
"1654","Private households","Men",42000,2018
"1655","Private households","Men",0,2018
"1656","Private households","Men",2000,2018
"1657","Private households","Men",0,2018
"1658","Private households","Men",0,2018
"1659","Private households","Men",0,2018
"1660","Private households","Men",0,2018
"1661","Private households","Men",6000,2018
"1662","Public administration","Men",686000,2018
"1663","Public administration","Men",907000,2018
"1664","Public administration","Men",1574000,2018
"1665","Public administration","Men",151000,2018
"1666","Public administration","Men",16000,2018
"1667","Public administration","Men",281000,2018
"1668","Public administration","Men",15000,2018
"1669","Public administration","Men",104000,2018
"1670","Public administration","Men",147000,2018
"1671","Public administration","Men",59000,2018
"1672","Public administration","Men",85000,2018
"1673","Agriculture and related","Women",278000,2018
"1674","Agriculture and related","Women",15000,2018
"1675","Agriculture and related","Women",2000,2018
"1676","Agriculture and related","Women",32000,2018
"1677","Agriculture and related","Women",3000,2018
"1678","Agriculture and related","Women",69000,2018
"1679","Agriculture and related","Women",207000,2018
"1680","Agriculture and related","Women",1000,2018
"1681","Agriculture and related","Women",0,2018
"1682","Agriculture and related","Women",8000,2018
"1683","Agriculture and related","Women",12000,2018
"1684","Mining, quarrying, and
oil and gas extraction","Women",33000,2018
"1685","Mining, quarrying, and
oil and gas extraction","Women",24000,2018
"1686","Mining, quarrying, and
oil and gas extraction","Women",0,2018
"1687","Mining, quarrying, and
oil and gas extraction","Women",2000,2018
"1688","Mining, quarrying, and
oil and gas extraction","Women",1000,2018
"1689","Mining, quarrying, and
oil and gas extraction","Women",35000,2018
"1690","Mining, quarrying, and
oil and gas extraction","Women",0,2018
"1691","Mining, quarrying, and
oil and gas extraction","Women",6000,2018
"1692","Mining, quarrying, and
oil and gas extraction","Women",1000,2018
"1693","Mining, quarrying, and
oil and gas extraction","Women",3000,2018
"1694","Mining, quarrying, and
oil and gas extraction","Women",3000,2018
"1695","Construction","Women",290000,2018
"1696","Construction","Women",62000,2018
"1697","Construction","Women",5000,2018
"1698","Construction","Women",13000,2018
"1699","Construction","Women",26000,2018
"1700","Construction","Women",464000,2018
"1701","Construction","Women",0,2018
"1702","Construction","Women",222000,2018
"1703","Construction","Women",10000,2018
"1704","Construction","Women",3000,2018
"1705","Construction","Women",7000,2018
"1706","Manufacturing","Women",878000,2018
"1707","Manufacturing","Women",514000,2018
"1708","Manufacturing","Women",6000,2018
"1709","Manufacturing","Women",87000,2018
"1710","Manufacturing","Women",222000,2018
"1711","Manufacturing","Women",726000,2018
"1712","Manufacturing","Women",27000,2018
"1713","Manufacturing","Women",12000,2018
"1714","Manufacturing","Women",25000,2018
"1715","Manufacturing","Women",1767000,2018
"1716","Manufacturing","Women",273000,2018
"1717","Durable goods","Women",513000,2018
"1718","Durable goods","Women",302000,2018
"1719","Durable goods","Women",2000,2018
"1720","Durable goods","Women",29000,2018
"1721","Durable goods","Women",77000,2018
"1722","Durable goods","Women",465000,2018
"1723","Durable goods","Women",1000,2018
"1724","Durable goods","Women",10000,2018
"1725","Durable goods","Women",17000,2018
"1726","Durable goods","Women",915000,2018
"1727","Durable goods","Women",131000,2018
"1728","Nondurable goods","Women",365000,2018
"1729","Nondurable goods","Women",211000,2018
"1730","Nondurable goods","Women",4000,2018
"1731","Nondurable goods","Women",58000,2018
"1732","Nondurable goods","Women",145000,2018
"1733","Nondurable goods","Women",262000,2018
"1734","Nondurable goods","Women",26000,2018
"1735","Nondurable goods","Women",1000,2018
"1736","Nondurable goods","Women",8000,2018
"1737","Nondurable goods","Women",853000,2018
"1738","Nondurable goods","Women",141000,2018
"1739","Wholesale and retail trade","Women",618000,2018
"1740","Wholesale and retail trade","Women",666000,2018
"1741","Wholesale and retail trade","Women",20000,2018
"1742","Wholesale and retail trade","Women",385000,2018
"1743","Wholesale and retail trade","Women",4936000,2018
"1744","Wholesale and retail trade","Women",1791000,2018
"1745","Wholesale and retail trade","Women",22000,2018
"1746","Wholesale and retail trade","Women",3000,2018
"1747","Wholesale and retail trade","Women",22000,2018
"1748","Wholesale and retail trade","Women",191000,2018
"1749","Wholesale and retail trade","Women",413000,2018
"1750","Wholesale trade","Women",178000,2018
"1751","Wholesale trade","Women",61000,2018
"1752","Wholesale trade","Women",0,2018
"1753","Wholesale trade","Women",22000,2018
"1754","Wholesale trade","Women",298000,2018
"1755","Wholesale trade","Women",325000,2018
"1756","Wholesale trade","Women",15000,2018
"1757","Wholesale trade","Women",0,2018
"1758","Wholesale trade","Women",3000,2018
"1759","Wholesale trade","Women",31000,2018
"1760","Wholesale trade","Women",115000,2018
"1761","Retail trade","Women",440000,2018
"1762","Retail trade","Women",605000,2018
"1763","Retail trade","Women",19000,2018
"1764","Retail trade","Women",363000,2018
"1765","Retail trade","Women",4638000,2018
"1766","Retail trade","Women",1466000,2018
"1767","Retail trade","Women",7000,2018
"1768","Retail trade","Women",3000,2018
"1769","Retail trade","Women",19000,2018
"1770","Retail trade","Women",160000,2018
"1771","Retail trade","Women",298000,2018
"1772","Transportation and utilities","Women",284000,2018
"1773","Transportation and utilities","Women",107000,2018
"1774","Transportation and utilities","Women",7000,2018
"1775","Transportation and utilities","Women",60000,2018
"1776","Transportation and utilities","Women",49000,2018
"1777","Transportation and utilities","Women",845000,2018
"1778","Transportation and utilities","Women",0,2018
"1779","Transportation and utilities","Women",5000,2018
"1780","Transportation and utilities","Women",20000,2018
"1781","Transportation and utilities","Women",57000,2018
"1782","Transportation and utilities","Women",648000,2018
"1783","Information","Women",238000,2018
"1784","Information","Women",406000,2018
"1785","Information","Women",1000,2018
"1786","Information","Women",28000,2018
"1787","Information","Women",141000,2018
"1788","Information","Women",267000,2018
"1789","Information","Women",0,2018
"1790","Information","Women",0,2018
"1791","Information","Women",20000,2018
"1792","Information","Women",10000,2018
"1793","Information","Women",7000,2018
"1794","Financial activities","Women",2226000,2018
"1795","Financial activities","Women",391000,2018
"1796","Financial activities","Women",18000,2018
"1797","Financial activities","Women",85000,2018
"1798","Financial activities","Women",1197000,2018
"1799","Financial activities","Women",1632000,2018
"1800","Financial activities","Women",0,2018
"1801","Financial activities","Women",6000,2018
"1802","Financial activities","Women",9000,2018
"1803","Financial activities","Women",20000,2018
"1804","Financial activities","Women",15000,2018
"1805","Professional and business services","Women",2110000,2018
"1806","Professional and business services","Women",2362000,2018
"1807","Professional and business services","Women",156000,2018
"1808","Professional and business services","Women",1077000,2018
"1809","Professional and business services","Women",3e+05,2018
"1810","Professional and business services","Women",1619000,2018
"1811","Professional and business services","Women",3000,2018
"1812","Professional and business services","Women",12000,2018
"1813","Professional and business services","Women",14000,2018
"1814","Professional and business services","Women",105000,2018
"1815","Professional and business services","Women",114000,2018
"1816","Education and health services","Women",2245000,2018
